"Painting","Year","Y","Color","Size"
"Gemälde aus der Kapelle des Palazzo Carrara in Padua; Szene by Guariento di Arpo",1350,20,"#554238",0.333333333333
"Kalîla und Dimma von Bidpai; Szene by Unknown.",1354,31,"#c5bbb0",0.772549019608
"Herbstliche Bootsfahrt auf dem Fluß by Sheng Mao",1361,32,"#bca78e",0.737254901961
"Maria mit Kind by NA",1367,37,"#c48c2e",0.76862745098
"Die Marien am Grabe by Unknown.",1370,60,"#fcfcfb",0.988235294118
"Sammlung der theologischen Schriften des Kaisers Johannes VI. Cantacuzenos; Szene by Unknown.",1370,51,"#cbbb5b",0.796078431373
"Bäume in einem Flußtal in Yü-shan by Ni Zan",1371,36,"#938672",0.576470588235
"Grabower Altar; Petri-Altar; linker Innenflügel; Außenseite; Szene by Meister Bertram von Minden",1375,11,"#9f5644",0.623529411765
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite; Szene by Meister Bertram von Minden",1375,15,"#685048",0.407843137255
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite; Szene by Meister Bertram von Minden",1375,10,"#72372a",0.447058823529
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite; Szene by Meister Bertram von Minden",1375,26,"#8a6141",0.541176470588
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite by Meister Bertram von Minden",1375,8,"#4e2e29",0.305882352941
"Grabower Altar; Petri-Altar; rechter Außenflügel; Innenseite by Meister Bertram von Minden",1375,34,"#d3b894",0.827450980392
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite by Meister Bertram von Minden",1375,21,"#a07056",0.627450980392
"Grabower Altar; Petri-Altar; linker Innenflügel; Außenseite by Meister Bertram von Minden",1375,23,"#a0785e",0.627450980392
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite by Meister Bertram von Minden",1375,17,"#684f45",0.407843137255
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1385,45,"#9e9474",0.619607843137
"Triptychon aus der Cappella delle Carceri in San Francesco zu Montalcino; rechter Flügel by Bartolo di Fredi",1388,27,"#c29e7f",0.760784313725
"Madonna mit Hl. Nikolaus von Myra und Hl. Katharina von Alexandrien und Stifter; Detail by Gentile da Fabriano",1395,15,"#c97254",0.788235294118
"Madonna mit Hl. Nikolaus von Myra und Hl. Katharina von Alexandrien und Stifter by Gentile da Fabriano",1395,9,"#7f564e",0.498039215686
"Die Goldene Bulle; Anfangsseite (Kopie) by Unknown.",1400,51,"#e7e2c2",0.905882352941
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,8,"#aa4331",0.666666666667
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,12,"#703626",0.439215686275
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,28,"#a0744c",0.627450980392
"Passionsaltar (Wildungen-Altar) by NA",1403,3,"#b4352c",0.705882352941
"Pietà by Lorenzo Monaco",1404,43,"#dbc58c",0.858823529412
"Madonna; Detail by Lorenzo Monaco",1404,36,"#b28848",0.698039215686
"Christus am Ölberg und die Marien am Grabe by Lorenzo Monaco",1408,19,"#76452d",0.462745098039
"Madonna mit Engeln by Gentile da Fabriano",1408,0,"#fcfcfc",0.988235294118
"Himmelfahrt Christi by Andrei Rublev",1408,22,"#ac6f4a",0.674509803922
"Madonna mit zwei Engeln by Gentile da Fabriano",1408,34,"#d9ba90",0.850980392157
"Madonna mit Engeln by Gentile da Fabriano",1408,30,"#382f26",0.219607843137
"Thronende Madonna mit musizierenden Engeln by Gentile da Fabriano",1410,19,"#655249",0.396078431373
"Verkündigung by Lorenzo Monaco",1410,25,"#c17640",0.756862745098
"Christus als Schmerzensmann by Andrea Mantegna",1411,36,"#352b1b",0.207843137255
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,13,"#bf7e6b",0.749019607843
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,60,"#fbfbf6",0.98431372549
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Barthélemy d'Eyck",1412,24,"#aa7f62",0.666666666667
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,36,"#9c7d4c",0.611764705882
"Duc Jean de Berry with nef or Salière de Pavillon. Detail from File:Hennequin und Herman von) Brüder (Pol Limburg 006.jpg by Unknown.",1412,40,"#dfd1b4",0.874509803922
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,229,"#6f7cbb",0.733333333333
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Barthélemy d'Eyck",1412,24,"#936545",0.576470588235
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,27,"#b98d68",0.725490196078
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,21,"#d9a88d",0.850980392157
"Marienkrönung mit Szenen aus dem Leben des Hl. Benedikt; Predella by Lorenzo Monaco",1413,353,"#332123",0.2
"Die drei Freunde und hundert Vögel by NA",1413,16,"#563022",0.337254901961
"Marienkrönung mit Szenen aus dem Leben des Hl. Benedikt; Predella by Lorenzo Monaco",1414,344,"#46242d",0.274509803922
"Madonna by Gentile da Fabriano",1415,10,"#58332b",0.345098039216
"Madonna; Detail by Gentile da Fabriano",1415,24,"#b68a6c",0.713725490196
"Madonna; Fragment by Gentile da Fabriano",1420,32,"#b19574",0.694117647059
"Madonna by Gentile da Fabriano",1420,43,"#d9bb6d",0.850980392157
"Fresken der Bartolini-Kapelle der Sta. Trinità in Florenz; Szene by Lorenzo Monaco",1420,358,"#894a4c",0.537254901961
"Madonna; Detail by Gentile da Fabriano",1420,21,"#a17257",0.63137254902
"Altartafel der Kirche Sant' Egidio in Florenz; Szene by Lorenzo Monaco",1420,4,"#663a36",0.4
"Sängerinnen und Tänzerinnen; Detail by Unknown.",1420,35,"#b4884a",0.705882352941
"Anbetung der Könige by Lorenzo Monaco",1421,29,"#bc9166",0.737254901961
"Anbetung der Könige by Lorenzo Monaco",1421,307,"#322a31",0.196078431373
"Anbetung der Könige by Lorenzo Monaco",1421,27,"#957254",0.58431372549
"Anbetung der Könige by Lorenzo Monaco",1421,23,"#745b4b",0.454901960784
"Anbetung der Könige by Lorenzo Monaco",1421,10,"#a25443",0.635294117647
"Très Belles Heures de Notre-Dame (Turin-Mailänder Gebetbuch); Szene by Unknown.",1422,6,"#793129",0.474509803922
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,30,"#5d4b39",0.364705882353
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,357,"#593c3d",0.349019607843
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,23,"#b0927e",0.690196078431
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,0,"#6f5151",0.435294117647
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,0,"#5a3737",0.352941176471
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,32,"#c6a57e",0.776470588235
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,4,"#6f4d4a",0.435294117647
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,28,"#e6d4c4",0.901960784314
"Anbetung der Heiligen Drei Könige; mittlere Predellatafel by Gentile da Fabriano",1423,30,"#c6a584",0.776470588235
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,11,"#7c5d56",0.486274509804
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,33,"#ddc19e",0.866666666667
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,33,"#a99882",0.662745098039
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,15,"#8a685c",0.541176470588
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,32,"#bba68d",0.733333333333
"Anbetung der Heiligen Drei Könige; rechte Predellatafel by Gentile da Fabriano",1423,340,"#312529",0.192156862745
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,344,"#4e333a",0.305882352941
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,345,"#36262a",0.211764705882
"Anbetung der Heiligen Drei Könige; Gesamtansicht by Gentile da Fabriano",1423,40,"#d7c49e",0.843137254902
"Anbetung der Heiligen Drei Könige; mittleres Giebeltondo by Gentile da Fabriano",1423,60,"#fcfcfb",0.988235294118
"Anbetung der Heiligen Drei Könige; rechtes Giebeltondo by Gentile da Fabriano",1423,0,"#fcfcfc",0.988235294118
"Anbetung der Heiligen Drei Könige; linkes Giebeltondo by Gentile da Fabriano",1423,20,"#947666",0.580392156863
"Anbetung der Heiligen Drei Könige; mittleres Giebelfeld; linke Szene by Gentile da Fabriano",1423,31,"#c2a380",0.760784313725
"Anbetung der Heiligen Drei Könige; mittleres Giebelfeld; linke Szene by Gentile da Fabriano",1423,34,"#d7ba93",0.843137254902
"Anbetung der Heiligen Drei Könige; rechtes Giebelfeld; rechte Szene by Gentile da Fabriano",1423,34,"#dcc09a",0.862745098039
"Anbetung der Heiligen Drei Könige; rechtes Giebelfeld; linke Szene by Gentile da Fabriano",1423,35,"#c1a47b",0.756862745098
"Anbetung der Könige by Gentile da Fabriano",1423,31,"#7c5c39",0.486274509804
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,24,"#a79182",0.654901960784
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,30,"#bea387",0.745098039216
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,20,"#9a7968",0.603921568627
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,25,"#e4ccba",0.894117647059
"Anbetung der Heiligen Drei Könige; linkes Giebelfeld; linke Szene by Gentile da Fabriano",1423,259,"#79777d",0.490196078431
"Anbetung der Heiligen Drei Könige; linkes Giebelfeld; rechte Szene by Gentile da Fabriano",1423,15,"#6b544c",0.419607843137
"Anbetung der Heiligen Drei Könige; mittlere Predellatafel by Gentile da Fabriano",1423,351,"#2c2526",0.172549019608
"Anbetung der Heiligen Drei Könige; rechte Predellatafel by Gentile da Fabriano",1423,353,"#503336",0.313725490196
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,43,"#8f815c",0.560784313725
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1424,343,"#3f3437",0.247058823529
"The Tribute Money by Masaccio",1424,148,"#6b7c73",0.486274509804
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,16,"#553428",0.333333333333
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,22,"#614e43",0.380392156863
"Szenen aus dem Leben Petri; Szene by Masaccio",1424,2,"#604d4c",0.376470588235
"Altarretabel von San Domenico in Fiesole; Szene by Fra Angelico",1424,356,"#2a1a1b",0.164705882353
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,29,"#a28b75",0.635294117647
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,29,"#af9780",0.686274509804
"Fresko im Dom zu Urbino; Szene by Gentile da Fabriano",1425,25,"#c0a38e",0.752941176471
"Hl. Anna Selbdritt by Masaccio",1425,359,"#974647",0.592156862745
"Hl. Anna Selbdritt by Masolino da Panicale",1425,218,"#1b2942",0.258823529412
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,15,"#533c34",0.325490196078
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,2,"#311e1d",0.192156862745
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,23,"#876c5a",0.529411764706
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,24,"#8a705e",0.541176470588
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,27,"#b29379",0.698039215686
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,21,"#39251a",0.223529411765
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,28,"#d3c0af",0.827450980392
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,32,"#c1a788",0.756862745098
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,27,"#a08976",0.627450980392
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,32,"#a59179",0.647058823529
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,37,"#c8b89d",0.78431372549
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,29,"#9a836c",0.603921568627
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,10,"#786e6c",0.470588235294
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,16,"#7a6056",0.478431372549
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,27,"#9e9186",0.619607843137
"Mérode-Altar; Mitteltafel by Robert Campin",1425,31,"#d5ab7d",0.835294117647
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Filippino Lippi",1425,27,"#a38b76",0.639215686275
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Filippino Lippi",1425,3,"#392726",0.223529411765
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,4,"#603b38",0.376470588235
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,33,"#c8b296",0.78431372549
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,34,"#decfbb",0.870588235294
"Mérode-Altar; Gesamtansicht; Mitteltafel by Robert Campin",1425,24,"#9e7050",0.619607843137
"Polyptychon für Santa Maria del Carmine in Pisa; Mitteltafel by Masaccio",1426,12,"#85594d",0.521568627451
"Polyptychon für Santa Maria del Carmine in Pisa; Bekrönung by Masaccio",1426,22,"#c39172",0.764705882353
"Trinity by Masaccio",1427,7,"#9d635b",0.61568627451
"Aufnahme des Namens für die Taufe; Fragment eines Polyptychon by Fra Angelico",1428,41,"#cfb479",0.811764705882
"Très Belles Heures de Notre-Dame (Turin-Mailänder Gebetbuch); Szene by Unknown.",1430,78,"#738350",0.513725490196
"Verkündigung an Maria; Altarretabel mit 5 Predellatafeln aus dem Marienleben; Haupttafel; Szene by Fra Angelico",1430,227,"#737b99",0.6
"Verkündigung an Maria; Altarretabel mit 5 Predellatafeln aus dem Marienleben; Haupttafel; Szene by Fra Angelico",1430,17,"#8f8885",0.560784313725
"Magdalenenaltar; linker Seitenflügel; Szene by Lucas Moser",1431,16,"#7c5242",0.486274509804
"Magdalenenaltar; Gesamtansicht by Lucas Moser",1431,240,"#b2b2b5",0.709803921569
"Das Jüngste Gericht; Detail by Fra Angelico",1432,36,"#c5b59c",0.772549019608
"Das Jüngste Gericht; Detail by Fra Angelico",1432,6,"#341d1a",0.203921568627
"Porträt des Mannes mit dem Turban by Jan van Eyck",1433,0,"#090606",0.0352941176471
"Porträt des Mannes mit dem Turban by Jan van Eyck",1433,300,"#1c171c",0.109803921569
"Haupttafel des Altarretabels zum Leben Marias; Szene by Fra Angelico",1433,37,"#423b2f",0.258823529412
"Haupttafel des Altarretabels zum Leben Marias; Szene by Fra Angelico",1433,32,"#9b8c7a",0.607843137255
"Haupttafel des Altarretabels zum Leben Marias; Szene by Fra Angelico",1433,26,"#c6946d",0.776470588235
"Tabernakel der Flachsweber-Zunft von Florenz; linke Predellatafel; Szene by Fra Angelico",1433,0,"#4c2f2f",0.298039215686
"Tabernakel der Flachsweber-Zunft von Florenz; rechte Predellatafel; Szene by Fra Angelico",1433,28,"#87684b",0.529411764706
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,24,"#1a0d04",0.101960784314
"Marienkrönung; Detail by Fra Angelico",1434,11,"#39231e",0.223529411765
"Marienkrönung; Detail by Fra Angelico",1434,8,"#271b19",0.152941176471
"Marienkrönung; Detail by Fra Angelico",1434,31,"#3d2e1d",0.239215686275
"Marienkrönung by Fra Angelico",1434,22,"#8a5a3d",0.541176470588
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,35,"#392f21",0.223529411765
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,29,"#74502e",0.454901960784
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,32,"#543c1f",0.329411764706
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,32,"#1f1509",0.121568627451
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,77,"#788260",0.509803921569
"Arnolfini-Hochzeit; Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami; Detail by Jan van Eyck",1434,0,"#302121",0.188235294118
"Maria mit dem Kind und Engeln; Haupttafel eines Triptychons mit zwei Heiligen je Flügel; Predellatafeln zum Leben des Hl. Dominikus und Giebelszenen by Fra Angelico",1435,9,"#2c1b18",0.172549019608
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,11,"#673226",0.403921568627
"Taufe Christi by Masolino da Panicale",1435,24,"#d2b7a5",0.823529411765
"Pietà by Rogier van der Weyden",1435,37,"#82683c",0.509803921569
"Geburt Christi by Rogier van der Weyden",1435,22,"#5c3b27",0.360784313725
"Schädel Adams am Berge Golgatha; Detail einer Kreuzigung mit Hl. Nikolaus und Hl. Franziskus by Fra Angelico",1435,25,"#5c4737",0.360784313725
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,16,"#846052",0.517647058824
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,11,"#462c26",0.274509803922
"Predella des Quaranta-Altares; mittlere Tafel; Szene by Paolo Uccello",1435,28,"#c7ae97",0.780392156863
"Fresken im Dom zu Prato; Szene by Paolo Uccello",1435,32,"#e4d0b8",0.894117647059
"Predella des Quaranta-Altares; mittlere Tafel; Szene by Paolo Uccello",1435,12,"#a75c48",0.654901960784
"Madonna des Kanzlers Nicholas Rolin; Detail by Jan van Eyck",1435,11,"#80554b",0.501960784314
"Madonna des Kanzlers Nicholas Rolin; Detail by Jan van Eyck",1435,38,"#705017",0.439215686275
"Gemaltes Reiterstandbild des Giovanni Acuto (John Hawkwood). by Paolo Uccello",1436,14,"#503932",0.313725490196
"Gemaltes Reiterstandbild des Giovanni Acuto (John Hawkwood); Detail. by Paolo Uccello",1436,9,"#573c37",0.341176470588
"The Deposition by Fra Angelico",1436,18,"#8d604c",0.552941176471
"Mare de Déu del canonge Joris van der Paele. Detall by Jan van Eyck",1436,25,"#8f5a34",0.560784313725
"Altarpolyptychon für San Francesco in Borgo S. Sepolcro; Szene by Stefano di Giovanni",1437,25,"#77563e",0.466666666667
"Kreuzabnahme; Detail by Fra Angelico",1437,9,"#442e2a",0.266666666667
"Kreuzabnahme; Detail by Fra Angelico",1437,11,"#281b18",0.156862745098
"Thronende Maria mit dem Kind und Heiligen by Fra Angelico",1437,348,"#1b1617",0.105882352941
"Kreuzabnahme by Fra Angelico",1437,115,"#505c4f",0.360784313725
"Altarpolyptychon für San Francesco in Borgo S. Sepolcro; Szene by Stefano di Giovanni",1437,19,"#5f4336",0.372549019608
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,24,"#987a65",0.596078431373
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,12,"#272322",0.152941176471
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,29,"#b99e84",0.725490196078
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,28,"#b48e6b",0.705882352941
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Haupttafel by Fra Angelico",1438,16,"#5f3d30",0.372549019608
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,36,"#c8ad82",0.78431372549
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,10,"#60342b",0.376470588235
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,32,"#aa967f",0.666666666667
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,32,"#ebd2b4",0.921568627451
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,5,"#302625",0.188235294118
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Haupttafel by Fra Angelico",1438,350,"#281b1d",0.156862745098
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; sechste Szene by Fra Angelico",1438,324,"#1c171a",0.109803921569
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; neunte Szene by Fra Angelico",1438,40,"#3b3220",0.23137254902
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; achte Szene by Fra Angelico",1438,25,"#7b583e",0.482352941176
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; vierte Szene by Fra Angelico",1438,11,"#622517",0.38431372549
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; zweite Szene by Fra Angelico",1438,330,"#050304",0.0196078431373
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella; erste Szene by Fra Angelico",1438,2,"#291615",0.160784313725
"Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz; Predella by Fra Angelico",1438,43,"#ab9c75",0.670588235294
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,300,"#090809",0.0352941176471
"Drei Gemälde zur Schlacht von Romano für den Medici-Palast in Florenz; Szene by Paolo Uccello",1438,14,"#8c4f3c",0.549019607843
"Kalpasûtra-Manuskript; Szene by Unknown.",1439,27,"#7b6049",0.482352941176
"Fresken der Kreuzgangloggia von San Miniato al Monte in Florenz; nur fragmentarisch erhalten; Szene by Paolo Uccello",1439,15,"#784331",0.470588235294
"Adorazione del Bambino by Fra Angelico",1439,355,"#3a2d2e",0.227450980392
"Heilige und zwei Kinder; Fragment by Paolo Uccello",1440,39,"#cbb790",0.796078431373
"Marienkrönung [Detail]. by Filippo Lippi",1441,32,"#8d6230",0.552941176471
"Krönung Mariä by Filippo Lippi",1441,23,"#5f361c",0.372549019608
"Krönung Mariä by Filippo Lippi",1441,6,"#4a322f",0.290196078431
"Verkündigungsaltar; rechter Flügel; Innenseite by Barthélemy d'Eyck",1443,19,"#4b2e20",0.294117647059
"Verkündigungsaltar; linker Flügel; Innenseite unten by Barthélemy d'Eyck",1443,22,"#bb9782",0.733333333333
"Darbringung im Tempel by Unknown.",1444,28,"#ac8a6b",0.674509803922
"Heiligentaler Altar; Szene by NA",1444,38,"#bca377",0.737254901961
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; linker Flügel innen by Konrad Witz",1444,9,"#41312e",0.254901960784
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; linker Flügel außen by Konrad Witz",1444,22,"#754a30",0.458823529412
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; rechter Flügel außen by Konrad Witz",1444,22,"#8d6751",0.552941176471
"Petrusaltar; Fragment eines Altares der Petrus-Kathedrale in Genf; linker Flügel außen by Konrad Witz",1444,47,"#918760",0.56862745098
"Kreuzaltars der Augustiner-Stiftskirche in Polling; Innenseiten der Flügel; Szene by Unknown.",1444,60,"#2f2f27",0.18431372549
"Abendmahl by Andrea del Castagno",1445,0,"#462d2d",0.274509803922
"Porträt eines Kartäusers by Petrus Christus",1446,346,"#1b0409",0.105882352941
"Freskenzyklus zur Genesis im Kreuzgang von Santa Maria Novella in Florenz; Szene by Paolo Uccello",1446,28,"#c2a58b",0.760784313725
"Alttestamentarischer Freskenzyklus zur Genesis im Kreuzgang von Santa Maria Novella in Florenz; Szene Lünette by Paolo Uccello",1446,20,"#98674e",0.596078431373
"Lawrence before Valerianus; crop of File:Fra Angelico 055.jpg by Fra Angelico",1447,71,"#3e4132",0.254901960784
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,48,"#ddd099",0.866666666667
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,8,"#241715",0.141176470588
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,16,"#976f60",0.592156862745
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Unknown.",1447,29,"#a87c52",0.658823529412
"Darbringung im Tempel by Stefan Lochner",1447,2,"#382423",0.219607843137
"Freskenzyklus zum Leben der Heiligen Stephan und Laurentius; Szene by Fra Angelico",1447,27,"#865c38",0.525490196078
"Altar des Jüngsten Gerichtes in Beaune; rechte obere Aufsatztafel by Rogier van der Weyden",1448,46,"#c1bdaf",0.756862745098
"Altar des Jüngsten Gerichts in Beaune; rechter äußerer Flügel by Rogier van der Weyden",1448,40,"#d1b782",0.819607843137
"Szenen aus dem Leben der Heiligen Stephan und Laurentius by Fra Angelico",1448,60,"#fdfdfb",0.992156862745
